! CMT, C1209, , 23.2.4/2
! Date: 9/11/2023 9:06:22 AM
! Stimulus(Hz),    S21(Real),         S21(Imag)
4.21443144314E+09,+1.72340136330E-04,+2.69304430414E-05
4.21453145315E+09,+1.72007371769E-04,+2.93207934242E-05
4.21463146315E+09,+1.73281855783E-04,+3.01657547348E-05
4.21473147315E+09,+1.75522464945E-04,+3.07768001535E-05
4.21483148315E+09,+1.76109515130E-04,+3.24995506053E-05
4.21493149315E+09,+1.78360569643E-04,+3.33691512056E-05
4.21503150315E+09,+1.81607244651E-04,+3.27083151048E-05
4.21513151315E+09,+1.83666213672E-04,+3.31481802282E-05
4.21523152315E+09,+1.85037878652E-04,+3.29881858596E-05
4.21533153315E+09,+1.87636660210E-04,+3.07552374824E-05
4.21543154315E+09,+1.89428385553E-04,+2.94549333628E-05
4.21553155316E+09,+1.89810905748E-04,+2.81931192275E-05
4.21563156316E+09,+1.91252524697E-04,+2.57676675192E-05
4.21573157316E+09,+1.93227275994E-04,+2.31278120465E-05
4.21583158316E+09,+1.93322837773E-04,+2.11881757494E-05
4.21593159316E+09,+1.93240180382E-04,+1.93436266645E-05
4.21603160316E+09,+1.94359134153E-04,+1.62637683765E-05
4.21613161316E+09,+1.94152331783E-04,+1.44147086818E-05
4.21623162316E+09,+1.91493944255E-04,+1.26491046617E-05
4.21633163316E+09,+1.90694043126E-04,+1.02874207675E-05
4.21643164316E+09,+1.90574551866E-04,+9.39541424624E-06
4.21653165317E+09,+1.89155648081E-04,+7.18357790711E-06
4.21663166317E+09,+1.85872694095E-04,+6.75690584133E-06
4.21673167317E+09,+1.86009325195E-04,+6.10728246475E-06
4.21683168317E+09,+1.83800691168E-04,+5.89239793309E-06
4.21693169317E+09,+1.82056172600E-04,+6.58594245479E-06
4.21703170317E+09,+1.80596703184E-04,+6.23178975619E-06
4.21713171317E+09,+1.79376580298E-04,+6.36525391593E-06
4.21723172317E+09,+1.79052571280E-04,+7.56433356511E-06
4.21733173317E+09,+1.76919555945E-04,+8.96634291466E-06
4.21743174317E+09,+1.77769955048E-04,+9.81896300367E-06
4.21753175318E+09,+1.77020174533E-04,+1.04413413282E-05
4.21763176318E+09,+1.76526949031E-04,+1.16804907589E-05
4.21773177318E+09,+1.76321954266E-04,+1.28307551180E-05
4.21783178318E+09,+1.79414146261E-04,+1.31193134753E-05
4.21793179318E+09,+1.79258033378E-04,+1.40238392371E-05
4.21803180318E+09,+1.80203602668E-04,+1.38777625084E-05
4.21813181318E+09,+1.80499985285E-04,+1.49795437972E-05
4.21823182318E+09,+1.82042016613E-04,+1.40756796932E-05
4.21833183318E+09,+1.82685390289E-04,+1.52565660662E-05
4.21843184318E+09,+1.84281779442E-04,+1.41263587321E-05
4.21853185319E+09,+1.86050210572E-04,+1.17770361830E-05
4.21863186319E+09,+1.86816121927E-04,+1.21986235585E-05
4.21873187319E+09,+1.86857298565E-04,+1.06880262272E-05
4.21883188319E+09,+1.88783002421E-04,+9.20104523808E-06
4.21893189319E+09,+1.89639200717E-04,+7.59188540920E-06
4.21903190319E+09,+1.88318556882E-04,+7.39399389271E-06
4.21913191319E+09,+1.89045484945E-04,+5.46346919147E-06
4.21923192319E+09,+1.89824700825E-04,+3.22003652573E-06
4.21933193319E+09,+1.88296662140E-04,+2.83431954985E-06
4.21943194319E+09,+1.86821754446E-04,+1.85123309819E-06
4.21953195320E+09,+1.87507487475E-04,+6.34873897747E-07
4.21963196320E+09,+1.86718173417E-04,-5.21396057837E-07
4.21973197320E+09,+1.85829125893E-04,-1.17634004441E-06
4.21983198320E+09,+1.85254760407E-04,-1.44274306865E-06
4.21993199320E+09,+1.84834893344E-04,-2.58034819270E-06
4.22003200320E+09,+1.83595683183E-04,-2.11363494781E-06
4.22013201320E+09,+1.82684310357E-04,-1.99635152820E-06
4.22023202320E+09,+1.82832367012E-04,-3.29486533575E-06
4.22033203320E+09,+1.82174401224E-04,-3.22348018536E-06
4.22043204320E+09,+1.80770464156E-04,-1.59110781232E-06
4.22053205321E+09,+1.80586647957E-04,-2.57860657478E-06
4.22063206321E+09,+1.81830455476E-04,-2.43970204063E-06
4.22073207321E+09,+1.80729958547E-04,-1.51448902199E-06
4.22083208321E+09,+1.80877316000E-04,-6.14603095384E-07
4.22093209321E+09,+1.82063840302E-04,-1.57040106033E-06
4.22103210321E+09,+1.82050327978E-04,-1.60389199104E-06
4.22113211321E+09,+1.81549550784E-04,-2.63025655897E-07
4.22123212321E+09,+1.82539041856E-04,-9.28802493232E-07
4.22133213321E+09,+1.83453151471E-04,-1.32089960463E-06
4.22143214321E+09,+1.82739928823E-04,-1.90231513816E-06
4.22153215322E+09,+1.82514141331E-04,-1.67192978864E-06
4.22163216322E+09,+1.84524685287E-04,-3.93556680950E-06
4.22173217322E+09,+1.84447497296E-04,-3.62085060972E-06
4.22183218322E+09,+1.84638902691E-04,-4.20856131974E-06
4.22193219322E+09,+1.85192153899E-04,-5.08468667302E-06
4.22203220322E+09,+1.86326956743E-04,-6.49249220770E-06
4.22213221322E+09,+1.85257163701E-04,-6.50212350131E-06
4.22223222322E+09,+1.84124152169E-04,-6.81955126720E-06
4.22233223322E+09,+1.84943387661E-04,-8.43234337637E-06
4.22243224322E+09,+1.84498858893E-04,-9.10151449470E-06
4.22253225323E+09,+1.84264468863E-04,-8.77286558789E-06
4.22263226323E+09,+1.83550407650E-04,-1.00565606833E-05
4.22273227323E+09,+1.84360378818E-04,-1.04278869947E-05
4.22283228323E+09,+1.83222791566E-04,-1.07723457307E-05
4.22293229323E+09,+1.83139540994E-04,-1.10256715776E-05
4.22303230323E+09,+1.83692618267E-04,-1.19570003344E-05
4.22313231323E+09,+1.83504355599E-04,-1.16123487972E-05
4.22323232323E+09,+1.82148469217E-04,-1.14320980211E-05
4.22333233323E+09,+1.82850727305E-04,-1.22634977240E-05
4.22343234323E+09,+1.82542778594E-04,-1.24199640347E-05
4.22353235324E+09,+1.81970897146E-04,-1.23915582376E-05
4.22363236324E+09,+1.81907885518E-04,-1.28502984518E-05
4.22373237324E+09,+1.83138412950E-04,-1.36074967923E-05
4.22383238324E+09,+1.83281628646E-04,-1.36539811391E-05
4.22393239324E+09,+1.81923012642E-04,-1.33852811439E-05
4.22403240324E+09,+1.82884753757E-04,-1.43865416184E-05
4.22413241324E+09,+1.83120221150E-04,-1.52047647088E-05
4.22423242324E+09,+1.82919742771E-04,-1.45305180058E-05
4.22433243324E+09,+1.82907347316E-04,-1.47070051033E-05
4.22443244324E+09,+1.83457835756E-04,-1.67881191325E-05
4.22453245325E+09,+1.83430563393E-04,-1.63184833258E-05
4.22463246325E+09,+1.82895063814E-04,-1.61821856949E-05
4.22473247325E+09,+1.83792876133E-04,-1.73247022174E-05
4.22483248325E+09,+1.83929269804E-04,-1.85782687338E-05
4.22493249325E+09,+1.83280327107E-04,-1.87177350812E-05
4.22503250325E+09,+1.82406999713E-04,-1.90147047733E-05
4.22513251325E+09,+1.82322129693E-04,-1.96196466336E-05
4.22523252325E+09,+1.83354836718E-04,-2.05719977841E-05
4.22533253325E+09,+1.81535696156E-04,-1.99546201502E-05
4.22543254325E+09,+1.82960027219E-04,-2.04513853457E-05
4.22553255326E+09,+1.83143779776E-04,-2.11086267276E-05
4.22563256326E+09,+1.81805936630E-04,-2.13314617943E-05
4.22573257326E+09,+1.81079890980E-04,-2.10718868463E-05
4.22583258326E+09,+1.82299071320E-04,-2.20428880859E-05
4.22593259326E+09,+1.82491577873E-04,-2.15353525842E-05
4.22603260326E+09,+1.81661310899E-04,-2.19561838041E-05
4.22613261326E+09,+1.82936746439E-04,-2.31047547084E-05
4.22623262326E+09,+1.83017874318E-04,-2.38358096251E-05
4.22633263326E+09,+1.82483462720E-04,-2.30131006447E-05
4.22643264326E+09,+1.82821526359E-04,-2.30914126750E-05
4.22653265327E+09,+1.82140999710E-04,-2.56654803473E-05
4.22663266327E+09,+1.82707837984E-04,-2.54034948589E-05
4.22673267327E+09,+1.82630920973E-04,-2.43501710177E-05
4.22683268327E+09,+1.83169044550E-04,-2.61228113530E-05
4.22693269327E+09,+1.83034936914E-04,-2.72745580913E-05
4.22703270327E+09,+1.82116464996E-04,-2.68800067753E-05
4.22713271327E+09,+1.82199491576E-04,-2.77910850142E-05
4.22723272327E+09,+1.82505518896E-04,-2.95757724989E-05
4.22733273327E+09,+1.81727849566E-04,-2.94950330339E-05
4.22743274327E+09,+1.80851285963E-04,-3.00769646010E-05
4.22753275328E+09,+1.81330666814E-04,-3.06540271459E-05
4.22763276328E+09,+1.81867135934E-04,-3.01932794462E-05
4.22773277328E+09,+1.79686945132E-04,-3.10876898846E-05
4.22783278328E+09,+1.79565938545E-04,-3.17160306818E-05
4.22793279328E+09,+1.80194732939E-04,-3.15327610123E-05
4.22803280328E+09,+1.79037039273E-04,-3.19040179624E-05
4.22813281328E+09,+1.78690176040E-04,-3.10776835294E-05
4.22823282328E+09,+1.79584893583E-04,-3.19930953467E-05
4.22833283328E+09,+1.78923883264E-04,-3.15301676031E-05
4.22843284328E+09,+1.78018901651E-04,-3.17596440521E-05
4.22853285329E+09,+1.78233369735E-04,-3.11427866251E-05
4.22863286329E+09,+1.79940299802E-04,-3.19796692318E-05
4.22873287329E+09,+1.79858732202E-04,-3.12212132725E-05
4.22883288329E+09,+1.79055678504E-04,-3.11231704479E-05
4.22893289329E+09,+1.80451723118E-04,-3.17656282626E-05
4.22903290329E+09,+1.81200473396E-04,-3.27732054140E-05
4.22913291329E+09,+1.80735276661E-04,-3.30301445536E-05
4.22923292329E+09,+1.81758384892E-04,-3.33712712512E-05
4.22933293329E+09,+1.82784440034E-04,-3.52636030471E-05
4.22943294329E+09,+1.82523535493E-04,-3.46575096055E-05
4.22953295330E+09,+1.82847022761E-04,-3.61019301966E-05
4.22963296330E+09,+1.83618977100E-04,-3.67767871104E-05
4.22973297330E+09,+1.84271257402E-04,-3.86475391837E-05
4.22983298330E+09,+1.82942167324E-04,-3.97081995731E-05
4.22993299330E+09,+1.83290981297E-04,-4.07133368140E-05
4.23003300330E+09,+1.83204788166E-04,-4.21902445768E-05
4.23013301330E+09,+1.81786586377E-04,-4.37237159099E-05
4.23023302330E+09,+1.80919047504E-04,-4.34784639747E-05
4.23033303330E+09,+1.80374392411E-04,-4.52081686191E-05
4.23043304330E+09,+1.79439156702E-04,-4.57781342797E-05
4.23053305331E+09,+1.78103621632E-04,-4.65909026861E-05
4.23063306331E+09,+1.76644197984E-04,-4.63399917847E-05
4.23073307331E+09,+1.76741874887E-04,-4.74323712510E-05
4.23083308331E+09,+1.73706310236E-04,-4.77010575733E-05
4.23093309331E+09,+1.73234086888E-04,-4.66105371977E-05
4.23103310331E+09,+1.73475771382E-04,-4.62912191729E-05
4.23113311331E+09,+1.72339613929E-04,-4.48591270310E-05
4.23123312331E+09,+1.72188331867E-04,-4.43932732011E-05
4.23133313331E+09,+1.72662311132E-04,-4.27257055804E-05
4.23143314331E+09,+1.71950330174E-04,-4.35848773170E-05
4.23153315332E+09,+1.72485699650E-04,-4.17872096093E-05
4.23163316332E+09,+1.72868906990E-04,-4.11727499369E-05
4.23173317332E+09,+1.74000086254E-04,-4.03487581572E-05
4.23183318332E+09,+1.74885792438E-04,-4.04401878515E-05
4.23193319332E+09,+1.75743438405E-04,-3.90641542561E-05
4.23203320332E+09,+1.76580680995E-04,-3.95994323242E-05
4.23213321332E+09,+1.78722106173E-04,-4.06183908844E-05
4.23223322332E+09,+1.80371579906E-04,-4.08160673386E-05
4.23233323332E+09,+1.81460579287E-04,-4.15764115589E-05
4.23243324332E+09,+1.84087400230E-04,-4.30252257414E-05
4.23253325333E+09,+1.84378223285E-04,-4.45497716608E-05
4.23263326333E+09,+1.84739050127E-04,-4.52000142554E-05
4.23273327333E+09,+1.86408194800E-04,-4.81361830712E-05
4.23283328333E+09,+1.86398588615E-04,-5.05449547174E-05
4.23293329333E+09,+1.86339800357E-04,-5.22783902503E-05
4.23303330333E+09,+1.85612752747E-04,-5.47758011513E-05
4.23313331333E+09,+1.85437283706E-04,-5.79877737967E-05
4.23323332333E+09,+1.83901039890E-04,-5.99530397426E-05
4.23333333333E+09,+1.81159448319E-04,-6.11787174395E-05
4.23343334333E+09,+1.79923647828E-04,-6.29862299620E-05
4.23353335334E+09,+1.78030575005E-04,-6.52078924455E-05
4.23363336334E+09,+1.75049366260E-04,-6.55523362667E-05
4.23373337334E+09,+1.73567284402E-04,-6.53238825541E-05
4.23383338334E+09,+1.71334194268E-04,-6.65827416595E-05
4.23393339334E+09,+1.68441488747E-04,-6.58616361405E-05
4.23403340334E+09,+1.66173107236E-04,-6.40809708617E-05
4.23413341334E+09,+1.64209053985E-04,-6.39276488662E-05
4.23423342334E+09,+1.63446232590E-04,-6.29812910171E-05
4.23433343334E+09,+1.61420180348E-04,-5.98838114750E-05
4.23443344334E+09,+1.60821068347E-04,-5.73305180746E-05
4.23453345335E+09,+1.60908195301E-04,-5.53417615288E-05
4.23463346335E+09,+1.61544289738E-04,-5.37117905936E-05
4.23473347335E+09,+1.61508294682E-04,-5.08590668955E-05
4.23483348335E+09,+1.63003217393E-04,-4.90996648634E-05
4.23493349335E+09,+1.65548451259E-04,-4.78380955791E-05
4.23503350335E+09,+1.66662578675E-04,-4.57307257673E-05
4.23513351335E+09,+1.68914527873E-04,-4.54335239590E-05
4.23523352335E+09,+1.71818071001E-04,-4.54248526196E-05
4.23533353335E+09,+1.75931409406E-04,-4.47971633336E-05
4.23543354335E+09,+1.78916598155E-04,-4.54157953441E-05
4.23553355336E+09,+1.81466706823E-04,-4.81286456189E-05
4.23563356336E+09,+1.84663572383E-04,-5.01232448856E-05
4.23573357336E+09,+1.85219074692E-04,-5.17506490577E-05
4.23583358336E+09,+1.87110496580E-04,-5.50719468069E-05
4.23593359336E+09,+1.89216455828E-04,-5.89907522180E-05
4.23603360336E+09,+1.88979305697E-04,-6.24683168151E-05
4.23613361336E+09,+1.89450850614E-04,-6.51667800318E-05
4.23623362336E+09,+1.89242099547E-04,-7.02329069928E-05
4.23633363336E+09,+1.88143266029E-04,-7.46475309221E-05
4.23643364336E+09,+1.85259605203E-04,-7.72326325376E-05
4.23653365337E+09,+1.82447356102E-04,-8.02290854995E-05
4.23663366337E+09,+1.80477728120E-04,-8.36286237287E-05
4.23673367337E+09,+1.76516449649E-04,-8.48120757206E-05
4.23683368337E+09,+1.73032498128E-04,-8.53638276278E-05
4.23693369337E+09,+1.68378447899E-04,-8.77319046984E-05
4.23703370337E+09,+1.65337799439E-04,-8.79543737909E-05
4.23713371337E+09,+1.59566504490E-04,-8.61094067750E-05
4.23723372337E+09,+1.56176803438E-04,-8.56670304790E-05
4.23733373337E+09,+1.53712667398E-04,-8.34761057484E-05
4.23743374337E+09,+1.50770575610E-04,-7.94545624047E-05
4.23753375338E+09,+1.48499968722E-04,-7.65336293467E-05
4.23763376338E+09,+1.46957552327E-04,-7.33615562811E-05
4.23773377338E+09,+1.47312511469E-04,-6.98510380175E-05
4.23783378338E+09,+1.46774113706E-04,-6.54009562781E-05
4.23793379338E+09,+1.48009318946E-04,-6.22522161580E-05
4.23803380338E+09,+1.49417400271E-04,-5.85140530535E-05
4.23813381338E+09,+1.51773743901E-04,-5.49111497222E-05
4.23823382338E+09,+1.54864872324E-04,-5.15205669637E-05
4.23833383338E+09,+1.59058803979E-04,-5.02486699630E-05
4.23843384338E+09,+1.63544480221E-04,-4.88721254359E-05
4.23853385339E+09,+1.67243837652E-04,-4.82000312887E-05
4.23863386339E+09,+1.72430432450E-04,-4.88393458968E-05
4.23873387339E+09,+1.77287124697E-04,-5.08710621392E-05
4.23883388339E+09,+1.80755560530E-04,-5.36031970209E-05
4.23893389339E+09,+1.83941647246E-04,-5.55958775337E-05
4.23903390339E+09,+1.87402864832E-04,-6.04170858685E-05
4.23913391339E+09,+1.90578486451E-04,-6.54238136490E-05
4.23923392339E+09,+1.91358112415E-04,-6.97004084726E-05
4.23933393339E+09,+1.92896891491E-04,-7.52994409923E-05
4.23943394339E+09,+1.93422038763E-04,-8.19791295939E-05
4.23953395340E+09,+1.91334485757E-04,-8.71674693344E-05
4.23963396340E+09,+1.88687875514E-04,-9.18104049053E-05
4.23973397340E+09,+1.85115532762E-04,-9.77013259490E-05
4.23983398340E+09,+1.82852620869E-04,-1.01826814248E-04
4.23993399340E+09,+1.76663929839E-04,-1.03842548843E-04
4.24003400340E+09,+1.71602557654E-04,-1.06062436037E-04
4.24013401340E+09,+1.66344881299E-04,-1.08476204930E-04
4.24023402340E+09,+1.59781778941E-04,-1.08795279271E-04
4.24033403340E+09,+1.54253154134E-04,-1.07724112177E-04
4.24043404340E+09,+1.48592106544E-04,-1.07625391916E-04
4.24053405341E+09,+1.43263692799E-04,-1.04194339035E-04
4.24063406341E+09,+1.38911540602E-04,-9.99859049636E-05
4.24073407341E+09,+1.35069881209E-04,-9.55915072568E-05
4.24083408341E+09,+1.33460679490E-04,-9.21949639210E-05
4.24093409341E+09,+1.31702092863E-04,-8.49375152520E-05
4.24103410341E+09,+1.30337057213E-04,-7.94476017837E-05
4.24113411341E+09,+1.31346123940E-04,-7.39597868228E-05
4.24123412341E+09,+1.32861323411E-04,-6.86475831391E-05
4.24133413341E+09,+1.36342250055E-04,-6.31263589244E-05
4.24143414341E+09,+1.40010487164E-04,-5.94934809132E-05
4.24153415342E+09,+1.45350588191E-04,-5.58797341238E-05
4.24163416342E+09,+1.50715148217E-04,-5.29513156873E-05
4.24173417342E+09,+1.56876903785E-04,-5.09122096412E-05
4.24183418342E+09,+1.62625563893E-04,-5.18147398042E-05
4.24193419342E+09,+1.69340317166E-04,-5.32986894378E-05
4.24203420342E+09,+1.73909658876E-04,-5.51718945448E-05
4.24213421342E+09,+1.80522729792E-04,-5.90096717693E-05
4.24223422342E+09,+1.85130278113E-04,-6.32325493376E-05
4.24233423342E+09,+1.88796241710E-04,-6.83077348744E-05
4.24243424342E+09,+1.91773253297E-04,-7.43427318733E-05
4.24253425343E+09,+1.93669400213E-04,-8.18436219271E-05
4.24263426343E+09,+1.95042108827E-04,-8.89014044514E-05
4.24273427343E+09,+1.93001473206E-04,-9.53706558748E-05
4.24283428343E+09,+1.90254084257E-04,-1.02601404809E-04
4.24293429343E+09,+1.88311939704E-04,-1.10545982402E-04
4.24303430343E+09,+1.82623673292E-04,-1.15027330678E-04
4.24313431343E+09,+1.77087819214E-04,-1.18992538627E-04
4.24323432343E+09,+1.72339819259E-04,-1.24269557085E-04
4.24333433343E+09,+1.64715180033E-04,-1.26749131639E-04
4.24343434343E+09,+1.56974905333E-04,-1.27544719097E-04
4.24353435344E+09,+1.49548874461E-04,-1.28554872860E-04
4.24363436344E+09,+1.43152963034E-04,-1.27972537924E-04
4.24373437344E+09,+1.35714834881E-04,-1.24020408902E-04
4.24383438344E+09,+1.30408754887E-04,-1.19449138664E-04
4.24393439344E+09,+1.23921401694E-04,-1.16001488736E-04
4.24403440344E+09,+1.21246734071E-04,-1.09799558188E-04
4.24413441344E+09,+1.17259957545E-04,-1.01816676806E-04
4.24423442344E+09,+1.16192254549E-04,-9.52549375266E-05
4.24433443344E+09,+1.16234642331E-04,-8.91126731532E-05
4.24443444344E+09,+1.17026933893E-04,-8.11459143418E-05
4.24453445345E+09,+1.19994499742E-04,-7.43339752520E-05
4.24463446345E+09,+1.23322730745E-04,-6.86459820564E-05
4.24473447345E+09,+1.29715745271E-04,-6.31523969551E-05
4.24483448345E+09,+1.35126106052E-04,-5.91176358746E-05
4.24493449345E+09,+1.42193086600E-04,-5.64590045509E-05
4.24503450345E+09,+1.48845199906E-04,-5.66922569947E-05
4.24513451345E+09,+1.57121897587E-04,-5.63293131322E-05
4.24523452345E+09,+1.63814183057E-04,-5.71271401046E-05
4.24533453345E+09,+1.72011831197E-04,-6.04533020509E-05
4.24543454345E+09,+1.77811690187E-04,-6.44040773327E-05
4.24553455346E+09,+1.83875118746E-04,-6.99932091826E-05
4.24563456346E+09,+1.88648431310E-04,-7.79759246137E-05
4.24573457346E+09,+1.91258945842E-04,-8.44790764939E-05
4.24583458346E+09,+1.91703901894E-04,-9.27001539816E-05
4.24593459346E+09,+1.93076500880E-04,-1.00534509742E-04
4.24603460346E+09,+1.91047898267E-04,-1.09887010337E-04
4.24613461346E+09,+1.88091524698E-04,-1.16673361897E-04
4.24623462346E+09,+1.83960170597E-04,-1.22835319007E-04
4.24633463346E+09,+1.78963374397E-04,-1.31339147115E-04
4.24643464346E+09,+1.73032065054E-04,-1.36566508834E-04
4.24653465347E+09,+1.65254350175E-04,-1.39379335704E-04
4.24663466347E+09,+1.57095953010E-04,-1.42963479744E-04
4.24673467347E+09,+1.48124196385E-04,-1.44685224645E-04
4.24683468347E+09,+1.39806854096E-04,-1.43186565816E-04
4.24693469347E+09,+1.31488356679E-04,-1.40350297740E-04
4.24703470347E+09,+1.24569928590E-04,-1.37674617526E-04
4.24713471347E+09,+1.18088730084E-04,-1.33672030460E-04
4.24723472347E+09,+1.12086289383E-04,-1.26231800201E-04
4.24733473347E+09,+1.08086265509E-04,-1.19318530043E-04
4.24743474347E+09,+1.05814443099E-04,-1.12875371422E-04
4.24753475348E+09,+1.04606824338E-04,-1.04207475657E-04
4.24763476348E+09,+1.04260662801E-04,-9.60454326744E-05
4.24773477348E+09,+1.06171381116E-04,-8.89554562116E-05
4.24783478348E+09,+1.09783456396E-04,-8.07144496230E-05
4.24793479348E+09,+1.14664273764E-04,-7.46292115336E-05
4.24803480348E+09,+1.20149478861E-04,-6.98647959413E-05
4.24813481348E+09,+1.27630924135E-04,-6.63662363313E-05
4.24823482348E+09,+1.34970139107E-04,-6.34243911825E-05
4.24833483348E+09,+1.42572467014E-04,-6.19356406483E-05
4.24843484348E+09,+1.51217069989E-04,-6.30317942134E-05
4.24853485349E+09,+1.58318770390E-04,-6.50093198036E-05
4.24863486349E+09,+1.66018726468E-04,-6.84355273733E-05
4.24873487349E+09,+1.73268460591E-04,-7.38834900683E-05
4.24883488349E+09,+1.79561749805E-04,-8.02135858506E-05
4.24893489349E+09,+1.83645551938E-04,-8.81274060561E-05
4.24903490349E+09,+1.85243873037E-04,-9.48870739061E-05
4.24913491349E+09,+1.87776155529E-04,-1.04503835139E-04
4.24923492349E+09,+1.87275774863E-04,-1.12384081412E-04
4.24933493349E+09,+1.84086044324E-04,-1.20581443725E-04
4.24943494349E+09,+1.82338238719E-04,-1.29484349015E-04
4.24953495350E+09,+1.77060176149E-04,-1.37290333104E-04
4.24963496350E+09,+1.70962906782E-04,-1.42697342247E-04
4.24973497350E+09,+1.63469237610E-04,-1.47610555176E-04
4.24983498350E+09,+1.56422143434E-04,-1.51827073711E-04
