! CMT, C1209, , 23.2.4/2
! Date: 9/11/2023 9:06:22 AM
! Stimulus(Hz),    S21(Real),         S21(Imag)
4.44655465547E+09,+3.16434404211E-05,+1.78560668441E-04
4.44665466547E+09,+3.22754457200E-05,+1.78915355046E-04
4.44675467547E+09,+3.20679241866E-05,+1.77949810493E-04
4.44685468547E+09,+3.16923966653E-05,+1.78109196925E-04
4.44695469547E+09,+3.32157892191E-05,+1.78400205254E-04
4.44705470547E+09,+3.24535067762E-05,+1.77700755695E-04
4.44715471547E+09,+3.30777809003E-05,+1.78205047270E-04
4.44725472547E+09,+3.41288569684E-05,+1.78799021552E-04
4.44735473547E+09,+3.48449976128E-05,+1.79142368354E-04
4.44745474547E+09,+3.41782927080E-05,+1.78170045954E-04
4.44755475548E+09,+3.48236035356E-05,+1.77520033456E-04
4.44765476548E+09,+3.61794320491E-05,+1.79347441799E-04
4.44775477548E+09,+3.61590818088E-05,+1.77840591620E-04
4.44785478548E+09,+3.65490852632E-05,+1.77557268018E-04
4.44795479548E+09,+3.73627386465E-05,+1.77882836639E-04
4.44805480548E+09,+3.88427691023E-05,+1.78254622941E-04
4.44815481548E+09,+3.72904183994E-05,+1.77216602424E-04
4.44825482548E+09,+3.88098786165E-05,+1.77260166142E-04
4.44835483548E+09,+3.94695169169E-05,+1.78236708890E-04
4.44845484548E+09,+3.84661904166E-05,+1.76452512721E-04
4.44855485549E+09,+3.91960292763E-05,+1.75846243025E-04
4.44865486549E+09,+3.97190170804E-05,+1.76564078549E-04
4.44875487549E+09,+4.01429050033E-05,+1.75591260984E-04
4.44885488549E+09,+3.90830071040E-05,+1.74671181749E-04
4.44895489549E+09,+3.90336666569E-05,+1.74547176520E-04
4.44905490549E+09,+3.97248631322E-05,+1.75815040398E-04
4.44915491549E+09,+3.97158812116E-05,+1.75267126099E-04
4.44925492549E+09,+3.90015701276E-05,+1.74893572050E-04
4.44935493549E+09,+4.04914334434E-05,+1.75551527751E-04
4.44945494549E+09,+3.95690386937E-05,+1.75155969065E-04
4.44955495550E+09,+3.90460088505E-05,+1.75666902724E-04
4.44965496550E+09,+4.00870671899E-05,+1.77703955789E-04
4.44975497550E+09,+4.04526730104E-05,+1.77887576197E-04
4.44985498550E+09,+4.08147194040E-05,+1.78508253271E-04
4.44995499550E+09,+4.10152092378E-05,+1.78500384217E-04
4.45005500550E+09,+4.28117031068E-05,+1.79684303851E-04
4.45015501550E+09,+4.30738661454E-05,+1.80564556892E-04
4.45025502550E+09,+4.39182404412E-05,+1.79732111440E-04
4.45035503550E+09,+4.60088604764E-05,+1.80536946733E-04
4.45045504550E+09,+4.68154993992E-05,+1.80547373579E-04
4.45055505551E+09,+4.68027419483E-05,+1.80188553217E-04
4.45065506551E+09,+4.88145465854E-05,+1.79420361275E-04
4.45075507551E+09,+5.12860622673E-05,+1.79798242083E-04
4.45085508551E+09,+5.21174730053E-05,+1.78384845010E-04
4.45095509551E+09,+5.19900154790E-05,+1.75732661806E-04
4.45105510551E+09,+5.34888597926E-05,+1.76318678505E-04
4.45115511551E+09,+5.44232934914E-05,+1.75056105052E-04
4.45125512551E+09,+5.53181643379E-05,+1.72468993582E-04
4.45135513551E+09,+5.41746918473E-05,+1.71523683252E-04
4.45145514551E+09,+5.49472779387E-05,+1.70033941279E-04
4.45155515552E+09,+5.39106855075E-05,+1.68580681110E-04
4.45165516552E+09,+5.21018038421E-05,+1.68940524275E-04
4.45175517552E+09,+5.21972887609E-05,+1.66473783019E-04
4.45185518552E+09,+5.12648121467E-05,+1.65982474378E-04
4.45195519552E+09,+4.96081000046E-05,+1.66707026764E-04
4.45205520552E+09,+4.79339774222E-05,+1.65586775827E-04
4.45215521552E+09,+4.73813157978E-05,+1.66259021709E-04
4.45225522552E+09,+4.51139763757E-05,+1.67599984731E-04
4.45235523552E+09,+4.42650167817E-05,+1.68477955161E-04
4.45245524552E+09,+4.40288518082E-05,+1.70754771559E-04
4.45255525553E+09,+4.38489023577E-05,+1.71504484813E-04
4.45265526553E+09,+4.28918810970E-05,+1.73718863518E-04
4.45275527553E+09,+4.20505556118E-05,+1.76050138616E-04
4.45285528553E+09,+4.37783037064E-05,+1.78867641090E-04
4.45295529553E+09,+4.50243447473E-05,+1.79936084376E-04
4.45305530553E+09,+4.55792374791E-05,+1.81499012163E-04
4.45315531553E+09,+4.82755438200E-05,+1.83495969295E-04
4.45325532553E+09,+5.08257808119E-05,+1.85451400259E-04
4.45335533553E+09,+5.28780592242E-05,+1.85867428046E-04
4.45345534553E+09,+5.52618106643E-05,+1.87051704094E-04
4.45355535554E+09,+5.98012942423E-05,+1.86855310810E-04
4.45365536554E+09,+6.19421889355E-05,+1.86434920813E-04
4.45375537554E+09,+6.32151611627E-05,+1.84806425317E-04
4.45385538554E+09,+6.81770843574E-05,+1.83915599604E-04
4.45395539554E+09,+7.19963850967E-05,+1.82335594866E-04
4.45405540554E+09,+7.26828118014E-05,+1.78990146611E-04
4.45415541554E+09,+7.41290179720E-05,+1.75384591522E-04
4.45425542554E+09,+7.53977510323E-05,+1.72707282001E-04
4.45435543554E+09,+7.58867463567E-05,+1.69644060118E-04
4.45445544554E+09,+7.48167040867E-05,+1.67427490500E-04
4.45455545555E+09,+7.55014293596E-05,+1.64081968780E-04
4.45465546555E+09,+7.43421167845E-05,+1.60255716698E-04
4.45475547555E+09,+7.20850863626E-05,+1.58026341086E-04
4.45485548555E+09,+6.92483315221E-05,+1.55380037718E-04
4.45495549555E+09,+6.71396871028E-05,+1.54347327684E-04
4.45505550555E+09,+6.44078105627E-05,+1.52910718151E-04
4.45515551555E+09,+5.99011064903E-05,+1.52897993292E-04
4.45525552555E+09,+5.76612408942E-05,+1.53038282006E-04
4.45535553555E+09,+5.42315634832E-05,+1.54526053206E-04
4.45545554555E+09,+5.07086029662E-05,+1.56924984282E-04
4.45555555556E+09,+4.87101066058E-05,+1.58617115567E-04
4.45565556556E+09,+4.69929593253E-05,+1.61667151514E-04
4.45575557556E+09,+4.48821842346E-05,+1.64398913390E-04
4.45585558556E+09,+4.45485548934E-05,+1.68968907223E-04
4.45595559556E+09,+4.43146659775E-05,+1.73837199249E-04
4.45605560556E+09,+4.57888071408E-05,+1.77522343255E-04
4.45615561556E+09,+4.59486005371E-05,+1.80967818522E-04
4.45625562556E+09,+4.90545162000E-05,+1.84586912872E-04
4.45635563556E+09,+5.29801153430E-05,+1.88863685023E-04
4.45645564556E+09,+5.68184460491E-05,+1.90883586685E-04
4.45655565557E+09,+5.98649047019E-05,+1.92469473410E-04
4.45665566557E+09,+6.60019431335E-05,+1.94602662959E-04
4.45675567557E+09,+7.06470862315E-05,+1.94633265204E-04
4.45685568557E+09,+7.55699707161E-05,+1.92896346055E-04
4.45695569557E+09,+7.99318765736E-05,+1.91856533508E-04
4.45705570557E+09,+8.61391063856E-05,+1.90095183830E-04
4.45715571557E+09,+9.03859864010E-05,+1.86954483720E-04
4.45725572557E+09,+9.31917769294E-05,+1.82915931937E-04
4.45735573557E+09,+9.70785902633E-05,+1.78145227941E-04
4.45745574557E+09,+9.91146393872E-05,+1.73650348649E-04
4.45755575558E+09,+9.96146964935E-05,+1.68372052067E-04
4.45765576558E+09,+9.95579284745E-05,+1.61417678934E-04
4.45775577558E+09,+9.99062238360E-05,+1.57377528857E-04
4.45785578558E+09,+9.71699198309E-05,+1.52452199070E-04
4.45795579558E+09,+9.36075824026E-05,+1.47336500031E-04
4.45805580558E+09,+9.05274005569E-05,+1.42751159736E-04
4.45815581558E+09,+8.58566913727E-05,+1.39756838546E-04
4.45825582558E+09,+8.07483641637E-05,+1.37935872126E-04
4.45835583558E+09,+7.50014443100E-05,+1.37200304427E-04
4.45845584558E+09,+6.98745597073E-05,+1.37800332533E-04
4.45855585559E+09,+6.44945859993E-05,+1.37441213868E-04
4.45865586559E+09,+5.81814616579E-05,+1.41034510135E-04
4.45875587559E+09,+5.51373471243E-05,+1.43371929492E-04
4.45885588559E+09,+5.09327631736E-05,+1.48477398338E-04
4.45895589559E+09,+4.75715154903E-05,+1.52936546946E-04
4.45905590559E+09,+4.59683472045E-05,+1.58915106015E-04
4.45915591559E+09,+4.47099848814E-05,+1.64686215782E-04
4.45925592559E+09,+4.55475051755E-05,+1.70038803666E-04
4.45935593559E+09,+4.64326507678E-05,+1.75925114220E-04
4.45945594559E+09,+5.02248417429E-05,+1.83010479807E-04
4.45955595560E+09,+5.30189065102E-05,+1.88180701584E-04
4.45965596560E+09,+5.82416493769E-05,+1.91860962536E-04
4.45975597560E+09,+6.38404328304E-05,+1.95982650234E-04
4.45985598560E+09,+7.14010930991E-05,+1.99298105023E-04
4.45995599560E+09,+7.80770131608E-05,+2.00604567724E-04
4.46005600560E+09,+8.37794769922E-05,+1.99256923808E-04
4.46015601560E+09,+9.28682955136E-05,+1.99684012459E-04
4.46025602560E+09,+9.90759662535E-05,+1.96563794523E-04
4.46035603560E+09,+1.04568088160E-04,+1.92638770010E-04
4.46045604560E+09,+1.11283105608E-04,+1.87603957894E-04
4.46055605561E+09,+1.16532609577E-04,+1.82231856225E-04
4.46065606561E+09,+1.18901240315E-04,+1.74997046856E-04
4.46075607561E+09,+1.21083908110E-04,+1.67594173436E-04
4.46085608561E+09,+1.23181815378E-04,+1.60648160272E-04
4.46095609561E+09,+1.22414125549E-04,+1.53437210497E-04
4.46105610561E+09,+1.19725753823E-04,+1.46659166262E-04
4.46115611561E+09,+1.17575935930E-04,+1.39448545940E-04
4.46125612561E+09,+1.13451548121E-04,+1.33285318687E-04
4.46135613561E+09,+1.06678608526E-04,+1.27458215254E-04
4.46145614561E+09,+1.00809185693E-04,+1.24549197568E-04
4.46155615562E+09,+9.49103513097E-05,+1.21931991964E-04
4.46165616562E+09,+8.70314469237E-05,+1.21017715811E-04
4.46175617562E+09,+7.88292302065E-05,+1.21560440451E-04
4.46185618562E+09,+7.14937834064E-05,+1.22860362373E-04
4.46195619562E+09,+6.52340527295E-05,+1.26771515712E-04
4.46205620562E+09,+5.90042367901E-05,+1.30655744624E-04
4.46215621562E+09,+5.32488155556E-05,+1.37356029281E-04
4.46225622562E+09,+5.08228608179E-05,+1.43897238256E-04
4.46235623562E+09,+4.70616179018E-05,+1.51747445349E-04
4.46245624562E+09,+4.63925999028E-05,+1.58672784953E-04
4.46255625563E+09,+4.80274377310E-05,+1.66681206457E-04
4.46265626563E+09,+5.02050542822E-05,+1.74417685690E-04
4.46275627563E+09,+5.27843914407E-05,+1.81880834656E-04
4.46285628563E+09,+5.78553036036E-05,+1.88323066101E-04
4.46295629563E+09,+6.48773075702E-05,+1.94464319019E-04
4.46305630563E+09,+7.21785447935E-05,+1.98720697936E-04
4.46315631563E+09,+8.05332438107E-05,+2.01295763900E-04
4.46325632563E+09,+8.87680066402E-05,+2.04713799553E-04
4.46335633563E+09,+9.91637574250E-05,+2.03257472259E-04
4.46345634563E+09,+1.06074091467E-04,+2.01013065390E-04
4.46355635564E+09,+1.14125581461E-04,+1.96981023637E-04
4.46365636564E+09,+1.23540289957E-04,+1.92955836211E-04
4.46375637564E+09,+1.29910504433E-04,+1.86193726279E-04
4.46385638564E+09,+1.33704647901E-04,+1.78863594314E-04
4.46395639564E+09,+1.39096014483E-04,+1.71098071724E-04
4.46405640564E+09,+1.42838585683E-04,+1.61643852949E-04
4.46415641564E+09,+1.41532512883E-04,+1.52822040966E-04
4.46425642564E+09,+1.41201452653E-04,+1.43817201380E-04
4.46435643564E+09,+1.39159704555E-04,+1.35636091075E-04
4.46445644564E+09,+1.34059885281E-04,+1.26698656784E-04
4.46455645565E+09,+1.28420834592E-04,+1.20829654060E-04
4.46465646565E+09,+1.23182346489E-04,+1.14400421243E-04
4.46475647565E+09,+1.14726580311E-04,+1.09986439000E-04
4.46485648565E+09,+1.05536892658E-04,+1.07960597029E-04
4.46495649565E+09,+9.70066438675E-05,+1.06315624584E-04
4.46505650565E+09,+8.99018938735E-05,+1.06691717495E-04
4.46515651565E+09,+7.94557262976E-05,+1.09997536173E-04
4.46525652565E+09,+7.04376776231E-05,+1.14466909322E-04
4.46535653565E+09,+6.54910226181E-05,+1.20083525164E-04
4.46545654565E+09,+5.99500744343E-05,+1.26303992099E-04
4.46555655566E+09,+5.47996428063E-05,+1.34920589160E-04
4.46565656566E+09,+5.20718192392E-05,+1.43028447499E-04
4.46575657566E+09,+5.15473699662E-05,+1.52194270956E-04
4.46585658566E+09,+5.27446774517E-05,+1.61797811910E-04
4.46595659566E+09,+5.51591543907E-05,+1.69915037149E-04
4.46605660566E+09,+5.94781968633E-05,+1.79514985489E-04
4.46615661566E+09,+6.53253061703E-05,+1.86551396025E-04
4.46625662566E+09,+7.28418815217E-05,+1.92419190396E-04
4.46635663566E+09,+8.20772280714E-05,+1.95820523986E-04
4.46645664566E+09,+9.18432564928E-05,+2.00299580331E-04
4.46655665567E+09,+1.01043494030E-04,+2.01351629674E-04
4.46665666567E+09,+1.09658398218E-04,+2.00067159163E-04
4.46675667567E+09,+1.20077266984E-04,+1.99153670364E-04
4.46685668567E+09,+1.30668812136E-04,+1.94475103731E-04
4.46695669567E+09,+1.36944824921E-04,+1.88714974947E-04
4.46705670567E+09,+1.44529341301E-04,+1.82541052719E-04
4.46715671567E+09,+1.51245800880E-04,+1.73725608080E-04
4.46725672567E+09,+1.54503428333E-04,+1.64493810773E-04
4.46735673567E+09,+1.56968927757E-04,+1.55119120833E-04
4.46745674567E+09,+1.58220638157E-04,+1.44390579853E-04
4.46755675568E+09,+1.56885317813E-04,+1.34610136665E-04
4.46765676568E+09,+1.52436748224E-04,+1.26204940100E-04
4.46775677568E+09,+1.47493859468E-04,+1.17926524479E-04
4.46785678568E+09,+1.42640706535E-04,+1.09664172706E-04
4.46795679568E+09,+1.34261968745E-04,+1.03876916645E-04
4.46805680568E+09,+1.25489799647E-04,+9.90161508518E-05
4.46815681568E+09,+1.17138145348E-04,+9.67358621805E-05
4.46825682568E+09,+1.07140633968E-04,+9.55937339509E-05
4.46835683568E+09,+9.79502916290E-05,+9.83421719501E-05
4.46845684568E+09,+8.78415059727E-05,+1.00115753647E-04
4.46855685569E+09,+8.09420277146E-05,+1.04939226290E-04
4.46865686569E+09,+7.34260830916E-05,+1.10768970522E-04
4.46875687569E+09,+6.71507788207E-05,+1.18123993864E-04
4.46885688569E+09,+6.40857900431E-05,+1.26541599722E-04
4.46895689569E+09,+6.01991535578E-05,+1.35506466651E-04
4.46905690569E+09,+6.01072274852E-05,+1.45122197604E-04
4.46915691569E+09,+6.13738675441E-05,+1.54796833152E-04
4.46925692569E+09,+6.48510202312E-05,+1.63807901830E-04
4.46935693569E+09,+6.92467876422E-05,+1.71353829526E-04
4.46945694569E+09,+7.54782530559E-05,+1.79050628082E-04
4.46955695570E+09,+8.41364682451E-05,+1.85567609502E-04
4.46965696570E+09,+9.16609272621E-05,+1.90049471545E-04
4.46975697570E+09,+9.96149912561E-05,+1.91899709132E-04
4.46985698570E+09,+1.11280018779E-04,+1.93636520096E-04
4.46995699570E+09,+1.21471490179E-04,+1.94047523799E-04
4.47005700570E+09,+1.30751022660E-04,+1.90875189609E-04
4.47015701570E+09,+1.39844422635E-04,+1.86081205708E-04
4.47025702570E+09,+1.48680075819E-04,+1.80575697149E-04
4.47035703570E+09,+1.54942425315E-04,+1.74357310258E-04
4.47045704570E+09,+1.59395283541E-04,+1.64178773118E-04
4.47055705571E+09,+1.64307767379E-04,+1.55752325771E-04
4.47065706571E+09,+1.67441777692E-04,+1.46037175180E-04
4.47075707571E+09,+1.66435671365E-04,+1.36558903476E-04
4.47085708571E+09,+1.64491440623E-04,+1.26432737416E-04
4.47095709571E+09,+1.62628374220E-04,+1.17275577534E-04
4.47105710571E+09,+1.57108069674E-04,+1.10412007057E-04
4.47115711571E+09,+1.49103323439E-04,+1.01891119201E-04
4.47125712571E+09,+1.43173549574E-04,+9.57037160630E-05
4.47135713571E+09,+1.35331992324E-04,+9.29597363621E-05
4.47145714571E+09,+1.25870024576E-04,+9.06416249109E-05
4.47155715572E+09,+1.16053148759E-04,+9.01869863953E-05
4.47165716572E+09,+1.08677449836E-04,+9.06535737374E-05
4.47175717572E+09,+9.96801646043E-05,+9.32997516383E-05
4.47185718572E+09,+9.14899365475E-05,+9.80804396515E-05
4.47195719572E+09,+8.51251620233E-05,+1.04133699160E-04
4.47205720572E+09,+7.93690685328E-05,+1.11307731167E-04
4.47215721572E+09,+7.60369127010E-05,+1.19910238925E-04
4.47225722572E+09,+7.31156122222E-05,+1.27473900506E-04
4.47235723572E+09,+7.34564376812E-05,+1.36884392693E-04
4.47245724572E+09,+7.44072930535E-05,+1.45958159167E-04
4.47255725573E+09,+7.76560129380E-05,+1.53570727845E-04
4.47265726573E+09,+8.19594667847E-05,+1.61831637959E-04
4.47275727573E+09,+8.83146831428E-05,+1.68788085774E-04
4.47285728573E+09,+9.49798731378E-05,+1.73131536066E-04
4.47295729573E+09,+1.02920500786E-04,+1.77815162950E-04
4.47305730573E+09,+1.11899556284E-04,+1.80637045025E-04
4.47315731573E+09,+1.20964665479E-04,+1.81165100096E-04
4.47325732573E+09,+1.30135196297E-04,+1.79092996434E-04
4.47335733573E+09,+1.39256415091E-04,+1.78078360542E-04
4.47345734573E+09,+1.47767423673E-04,+1.73779335833E-04
4.47355735574E+09,+1.54011230011E-04,+1.67616323146E-04
4.47365736574E+09,+1.60243794785E-04,+1.60934667999E-04
4.47375737574E+09,+1.65584917195E-04,+1.53684032166E-04
4.47385738574E+09,+1.67860978007E-04,+1.45816560815E-04
4.47395739574E+09,+1.69442499353E-04,+1.37158415606E-04
4.47405740574E+09,+1.70632083594E-04,+1.27541916755E-04
4.47415741574E+09,+1.69696021918E-04,+1.20094563618E-04
4.47425742574E+09,+1.64239025469E-04,+1.11849197491E-04
4.47435743574E+09,+1.60945933102E-04,+1.03893244885E-04
4.47445744574E+09,+1.56384199547E-04,+9.73515554491E-05
4.47455745575E+09,+1.48975062881E-04,+9.34571616180E-05
4.47465746575E+09,+1.40434030988E-04,+8.97314742028E-05
4.47475747575E+09,+1.34464471093E-04,+8.68976527459E-05
4.47485748575E+09,+1.27015115402E-04,+8.68257396218E-05
4.47495749575E+09,+1.17904142320E-04,+8.85216726247E-05
4.47505750575E+09,+1.11316986588E-04,+9.07626976737E-05
4.47515751575E+09,+1.05602391889E-04,+9.40806112852E-05
4.47525752575E+09,+9.87987711623E-05,+1.00221917095E-04
4.47535753575E+09,+9.38114465113E-05,+1.05764657993E-04
4.47545754575E+09,+8.97302347462E-05,+1.12538728377E-04
4.47555755576E+09,+8.84707695772E-05,+1.19859641926E-04
4.47565756576E+09,+8.79260679237E-05,+1.28395766850E-04
4.47575757576E+09,+8.94332180391E-05,+1.35686324185E-04
4.47585758576E+09,+9.29502295251E-05,+1.41737539661E-04
4.47595759576E+09,+9.70724742718E-05,+1.48153988523E-04
4.47605760576E+09,+1.01045116657E-04,+1.54972661979E-04
4.47615761576E+09,+1.07219337951E-04,+1.59246940304E-04
4.47625762576E+09,+1.14253248863E-04,+1.62301398034E-04
4.47635763576E+09,+1.21078252585E-04,+1.63303022924E-04
4.47645764576E+09,+1.29766717617E-04,+1.63971411983E-04
4.47655765577E+09,+1.37886711847E-04,+1.64267868789E-04
4.47665766577E+09,+1.44559246379E-04,+1.62221785369E-04
4.47675767577E+09,+1.50464698592E-04,+1.57850961122E-04
4.47685768577E+09,+1.57118209826E-04,+1.53079622692E-04
4.47695769577E+09,+1.62304648954E-04,+1.48030576919E-04
4.47705770577E+09,+1.65160555765E-04,+1.40982923147E-04
4.47715771577E+09,+1.68545673621E-04,+1.35028914882E-04
4.47725772577E+09,+1.70886412228E-04,+1.28105384954E-04
4.47735773577E+09,+1.69766068408E-04,+1.20006759282E-04
4.47745774577E+09,+1.68017358898E-04,+1.13032260893E-04
4.47755775578E+09,+1.65792098666E-04,+1.06813892810E-04
4.47765776578E+09,+1.64149333277E-04,+1.00467536625E-04
4.47775777578E+09,+1.57405318822E-04,+9.61638029063E-05
4.47785778578E+09,+1.52430679407E-04,+9.24947294621E-05
4.47795779578E+09,+1.47789222423E-04,+8.92943400041E-05
4.47805780578E+09,+1.41211063330E-04,+8.72315700066E-05
4.47815781578E+09,+1.33843970502E-04,+8.66624846834E-05
4.47825782578E+09,+1.29040429276E-04,+8.72098534284E-05
4.47835783578E+09,+1.24266536007E-04,+8.92339959179E-05
4.47845784578E+09,+1.17350157365E-04,+9.30587675179E-05
4.47855785579E+09,+1.12774000432E-04,+9.74446424743E-05
4.47865786579E+09,+1.11055277136E-04,+1.01639893128E-04
4.47875787579E+09,+1.07467876833E-04,+1.07454886623E-04
4.47885788579E+09,+1.05969694589E-04,+1.12999550568E-04
4.47895789579E+09,+1.06648323796E-04,+1.18707332081E-04
4.47905790579E+09,+1.07781521097E-04,+1.24435377693E-04
4.47915791579E+09,+1.08967635217E-04,+1.29820614287E-04
4.47925792579E+09,+1.12139823659E-04,+1.34807825577E-04
4.47935793579E+09,+1.17215798684E-04,+1.39737973956E-04
4.47945794579E+09,+1.20848923318E-04,+1.42686015190E-04
4.47955795580E+09,+1.25363546742E-04,+1.44981785078E-04
4.47965796580E+09,+1.32255920818E-04,+1.45933490956E-04
4.47975797580E+09,+1.38005504868E-04,+1.45207359356E-04
4.47985798580E+09,+1.42913749820E-04,+1.45255031412E-04
4.47995799580E+09,+1.48629011667E-04,+1.44243340248E-04
4.48005800580E+09,+1.54308788400E-04,+1.41150591820E-04
4.48015801580E+09,+1.57172645239E-04,+1.37654609694E-04
4.48025802580E+09,+1.61598343296E-04,+1.32973222694E-04
4.48035803580E+09,+1.65566413720E-04,+1.29231920792E-04
4.48045804580E+09,+1.68306057328E-04,+1.22923557760E-04
4.48055805581E+09,+1.66988932618E-04,+1.17648252603E-04
4.48065806581E+09,+1.68044649637E-04,+1.12027630094E-04
4.48075807581E+09,+1.68261893413E-04,+1.07482512422E-04
4.48085808581E+09,+1.64575550926E-04,+1.02505080324E-04
4.48095809581E+09,+1.62013247748E-04,+9.94338161162E-05
4.48105810581E+09,+1.60046380316E-04,+9.52650579384E-05
4.48115811581E+09,+1.55442651442E-04,+9.23234366189E-05
4.48125812581E+09,+1.50757343912E-04,+9.03459556548E-05
4.48135813581E+09,+1.47468865695E-04,+8.92523667633E-05
4.48145814581E+09,+1.43743313227E-04,+8.80910047027E-05
4.48155815582E+09,+1.38366869033E-04,+8.88720316759E-05
4.48165816582E+09,+1.34014129686E-04,+9.04239695401E-05
4.48175817582E+09,+1.32101923765E-04,+9.25981437445E-05
4.48185818582E+09,+1.29036139403E-04,+9.44602496846E-05
4.48195819582E+09,+1.26031888546E-04,+9.94286697116E-05
4.48205820582E+09,+1.24267640108E-04,+1.02057519487E-04
4.48215821582E+09,+1.24930524065E-04,+1.05831881765E-04
4.48225822582E+09,+1.22896264928E-04,+1.09801734319E-04
4.48235823582E+09,+1.24381525986E-04,+1.13027957600E-04
4.48245824582E+09,+1.26411761077E-04,+1.17042675658E-04
4.48255825583E+09,+1.28882526613E-04,+1.19686382598E-04
4.48265826583E+09,+1.30991955458E-04,+1.22381216191E-04
4.48275827583E+09,+1.34879681250E-04,+1.24486311966E-04
4.48285828583E+09,+1.38570646711E-04,+1.25756592675E-04
4.48295829583E+09,+1.40973067209E-04,+1.26359379738E-04
4.48305830583E+09,+1.46296300246E-04,+1.26244247199E-04
4.48315831583E+09,+1.49281135622E-04,+1.25974054149E-04
4.48325832583E+09,+1.53757408661E-04,+1.24881100305E-04
4.48335833583E+09,+1.55458153558E-04,+1.22552480007E-04
4.48345834583E+09,+1.59549069142E-04,+1.21126320604E-04
4.48355835584E+09,+1.62168994821E-04,+1.18015354344E-04
4.48365836584E+09,+1.63124213243E-04,+1.13919237864E-04
4.48375837584E+09,+1.63818183161E-04,+1.11094278804E-04
4.48385838584E+09,+1.65575628883E-04,+1.08003726298E-04
4.48395839584E+09,+1.65014996383E-04,+1.04055571571E-04
4.48405840584E+09,+1.64411863454E-04,+1.01674466401E-04
4.48415841584E+09,+1.63582963131E-04,+9.92368363590E-05
4.48425842584E+09,+1.62817896207E-04,+9.63615761459E-05
4.48435843584E+09,+1.60577543033E-04,+9.31931226912E-05
4.48445844584E+09,+1.58813008331E-04,+9.13658699359E-05
4.48455845585E+09,+1.56502996119E-04,+8.99349483693E-05
4.48465846585E+09,+1.53070945015E-04,+8.98238621975E-05
4.48475847585E+09,+1.50747848443E-04,+8.89549569016E-05
4.48485848585E+09,+1.49125301686E-04,+8.81703452012E-05
4.48495849585E+09,+1.47382505617E-04,+8.93042655984E-05
4.48505850585E+09,+1.44863903166E-04,+9.13713090540E-05
4.48515851585E+09,+1.43299057556E-04,+9.22302085728E-05
4.48525852585E+09,+1.43489808654E-04,+9.37350523416E-05
4.48535853585E+09,+1.40871739627E-04,+9.61513102350E-05
4.48545854585E+09,+1.40198653985E-04,+9.74721160807E-05
4.48555855586E+09,+1.41130454695E-04,+1.00133973465E-04
4.48565856586E+09,+1.41057794209E-04,+1.02857406534E-04
4.48575857586E+09,+1.42113559526E-04,+1.03861567752E-04
4.48585858586E+09,+1.43089532134E-04,+1.06196012911E-04
4.48595859586E+09,+1.46441218103E-04,+1.07033119860E-04
4.48605860586E+09,+1.47439393835E-04,+1.07629484353E-04
4.48615861586E+09,+1.48267039645E-04,+1.08866842736E-04
4.48625862586E+09,+1.50910221322E-04,+1.08531392485E-04
4.48635863586E+09,+1.52655317271E-04,+1.09109288148E-04
4.48645864586E+09,+1.54756334300E-04,+1.08086623884E-04
4.48655865587E+09,+1.56805286500E-04,+1.07708443790E-04
4.48665866587E+09,+1.60425759940E-04,+1.05940169071E-04
4.48675867587E+09,+1.61296158469E-04,+1.03869850320E-04
4.48685868587E+09,+1.61904317644E-04,+1.03003955615E-04
4.48695869587E+09,+1.63622606813E-04,+1.01380187910E-04
4.48705870587E+09,+1.64601011613E-04,+9.95542019602E-05
4.48715871587E+09,+1.63670233776E-04,+9.80296771434E-05
4.48725872587E+09,+1.64675389597E-04,+9.54685165742E-05
4.48735873587E+09,+1.65348571543E-04,+9.46489675190E-05
4.48745874587E+09,+1.63817264692E-04,+9.31373844315E-05
4.48755875588E+09,+1.62771227860E-04,+9.09055575371E-05
4.48765876588E+09,+1.61782086401E-04,+8.96643297729E-05
4.48775877588E+09,+1.61952414380E-04,+8.78446228165E-05
4.48785878588E+09,+1.60384131889E-04,+8.73117104265E-05
4.48795879588E+09,+1.60528230136E-04,+8.62326367564E-05
4.48805880588E+09,+1.59354939858E-04,+8.64234772897E-05
4.48815881588E+09,+1.57195267210E-04,+8.67686255350E-05
4.48825882588E+09,+1.56382732356E-04,+8.67325785516E-05
4.48835883588E+09,+1.56206334434E-04,+8.66255198776E-05
4.48845884588E+09,+1.56734485869E-04,+8.66420364893E-05
4.48855885589E+09,+1.54774977621E-04,+8.80564218566E-05
4.48865886589E+09,+1.54559367768E-04,+8.83681349334E-05
4.48875887589E+09,+1.55041817174E-04,+8.90897213258E-05
4.48885888589E+09,+1.54747627001E-04,+9.00948161687E-05
4.48895889589E+09,+1.55447489144E-04,+9.13067068105E-05
4.48905890589E+09,+1.56043634330E-04,+9.08846620868E-05
4.48915891589E+09,+1.56863120471E-04,+9.22239438136E-05
4.48925892589E+09,+1.57060240380E-04,+9.21650597677E-05
4.48935893589E+09,+1.58046481073E-04,+9.23877361779E-05
4.48945894589E+09,+1.58256973864E-04,+9.22964620671E-05
4.48955895590E+09,+1.58543402249E-04,+9.17856553439E-05
4.48965896590E+09,+1.60535515329E-04,+9.24451065094E-05
4.48975897590E+09,+1.62299904994E-04,+9.17764502653E-05
4.48985898590E+09,+1.63798043656E-04,+9.13574801652E-05
4.48995899590E+09,+1.63928868572E-04,+8.98539213484E-05
