Stimulus(s),S21(Real)
3.27966796680E-07,-8.86639154667E-07
3.27974797480E-07,-7.85269833350E-07
3.27982798280E-07,-6.46194158455E-07
3.27990799080E-07,-4.76155487583E-07
3.27998799880E-07,-2.83381752201E-07
3.28006800680E-07,-7.71873925147E-08
3.28014801480E-07,+1.32476679181E-07
3.28022802280E-07,+3.35503340697E-07
3.28030803080E-07,+5.22116564337E-07
3.28038803880E-07,+6.83342262299E-07
3.28046804680E-07,+8.11439987808E-07
3.28054805481E-07,+9.00274716068E-07
3.28062806281E-07,+9.45610838864E-07
3.28070807081E-07,+9.45314275425E-07
3.28078807881E-07,+8.99453047455E-07
3.28086808681E-07,+8.10291572823E-07
3.28094809481E-07,+6.82179063240E-07
3.28102810281E-07,+5.21337518437E-07
3.28110811081E-07,+3.35559646561E-07
3.28118811881E-07,+1.33831374512E-07
3.28126812681E-07,-7.41027658047E-08
3.28134813481E-07,-2.78210353051E-07
3.28142814281E-07,-4.68655152314E-07
3.28150815082E-07,-6.36271189462E-07
3.28158815882E-07,-7.73003969758E-07
3.28166816682E-07,-8.72297596173E-07
3.28174817482E-07,-9.29409175859E-07
3.28182818282E-07,-9.41635431422E-07
3.28190819082E-07,-9.08440685704E-07
3.28198819882E-07,-8.31480158863E-07
3.28206820682E-07,-7.14517573732E-07
3.28214821482E-07,-5.63241165425E-07
3.28222822282E-07,-3.84987087756E-07
3.28230823082E-07,-1.88383666116E-07
3.28238823882E-07,+1.70662505473E-08
3.28246824682E-07,+2.21444619927E-07
3.28254825483E-07,+4.14897012956E-07
3.28262826283E-07,+5.88107777862E-07
3.28270827083E-07,+7.32748646137E-07
3.28278827883E-07,+8.41879173747E-07
3.28286828683E-07,+9.10279760787E-07
3.28294829483E-07,+9.34701268891E-07
3.28302830283E-07,+9.14019298886E-07
3.28310831083E-07,+8.49285805301E-07
3.28318831883E-07,+7.43675686033E-07
3.28326832683E-07,+6.02331054840E-07
3.28334833483E-07,+4.32110836602E-07
3.28342834283E-07,+2.41257882630E-07
3.28350835084E-07,+3.89997662510E-08
3.28358835884E-07,-1.64897402933E-07
3.28366836684E-07,-3.60600566758E-07
3.28374837484E-07,-5.38683931811E-07
3.28382838284E-07,-6.90582935419E-07
3.28390839084E-07,-8.09006098269E-07
3.28398839884E-07,-8.88284958042E-07
3.28406840684E-07,-9.24645291353E-07
3.28414841484E-07,-9.16386650120E-07
3.28422842284E-07,-8.63961677817E-07
3.28430843084E-07,-7.69951515861E-07
3.28438843884E-07,-6.38938626300E-07
3.28446844684E-07,-4.77283301902E-07
3.28454845485E-07,-2.92814770107E-07
3.28462846285E-07,-9.44519001330E-08
3.28470847085E-07,+1.08228104468E-07
3.28478847885E-07,+3.05452163746E-07
3.28486848685E-07,+4.87722593729E-07
3.28494849485E-07,+6.46274464323E-07
3.28502850285E-07,+7.73497017417E-07
3.28510851085E-07,+8.63298884361E-07
3.28518851885E-07,+9.11399580602E-07
3.28526852685E-07,+9.15533334444E-07
3.28534853485E-07,+8.75555552830E-07
3.28542854285E-07,+7.93446933854E-07
3.28550855086E-07,+6.73215175870E-07
3.28558855886E-07,+5.20699167962E-07
3.28566856686E-07,+3.43285238357E-07
3.28574857486E-07,+1.49549260309E-07
3.28582858286E-07,-5.11580337262E-08
3.28590859086E-07,-2.49162469192E-07
3.28598859886E-07,-4.34932778685E-07
3.28606860686E-07,-5.99539398611E-07
3.28614861486E-07,-7.35083627259E-07
3.28622862286E-07,-8.35076520376E-07
3.28630863086E-07,-8.94749353553E-07
3.28638863886E-07,-9.11280805132E-07
3.28646864686E-07,-8.83930047432E-07
3.28654865487E-07,-8.14069482186E-07
3.28662866287E-07,-7.05115698339E-07
3.28670867087E-07,-5.62362133004E-07
3.28678867887E-07,-3.92721643199E-07
3.28686868687E-07,-2.04391519693E-07
3.28694869487E-07,-6.45718733591E-09
3.28702870287E-07,+1.91546238961E-07
3.28710871087E-07,+3.80093376461E-07
3.28718871887E-07,+5.50126834103E-07
3.28726872687E-07,+6.93492260884E-07
3.28734873487E-07,+8.03329288202E-07
3.28742874287E-07,+8.74399628261E-07
3.28750875088E-07,+9.03336645542E-07
3.28758875888E-07,+8.88804522474E-07
3.28766876688E-07,+8.31559509448E-07
3.28774877488E-07,+7.34410471852E-07
3.28782878288E-07,+6.02080795145E-07
3.28790879088E-07,+4.40978449486E-07
3.28798879888E-07,+2.58885420493E-07
3.28806880688E-07,+6.45815708259E-08
3.28814881488E-07,-1.32578875886E-07
3.28822882288E-07,-3.23117790757E-07
3.28830883088E-07,-4.97888837295E-07
3.28838883888E-07,-6.48516498927E-07
3.28846884688E-07,-7.67797363813E-07
3.28854885489E-07,-8.50044445212E-07
3.28862886289E-07,-8.91358086991E-07
3.28870887089E-07,-8.89810560793E-07
3.28878887889E-07,-8.45535631322E-07
3.28886888689E-07,-7.60718947704E-07
3.28894889489E-07,-6.39489890901E-07
3.28902890289E-07,-4.87720240091E-07
3.28910891089E-07,-3.12739487406E-07
3.28918891889E-07,-1.22980616431E-07
3.28926892689E-07,+7.24265251669E-08
3.28934893489E-07,+2.64094642535E-07
3.28942894289E-07,+4.42830044416E-07
3.28950895090E-07,+6.00073651760E-07
3.28958895890E-07,+7.28310809486E-07
3.28966896690E-07,+8.21430282796E-07
3.28974897490E-07,+8.75015294547E-07
3.28982898290E-07,+8.86552753567E-07
3.28990899090E-07,+8.55550775762E-07
3.28998899890E-07,+7.83559019420E-07
3.29006900690E-07,+6.74091030175E-07
3.29014901490E-07,+5.32452494833E-07
3.29022902290E-07,+3.65483810934E-07
3.29030903090E-07,+1.81229474484E-07
3.29038903890E-07,-1.14497237920E-08
3.29046904690E-07,-2.03302989338E-07
3.29054905491E-07,-3.85133785972E-07
3.29062906291E-07,-5.48240729727E-07
3.29070907091E-07,-6.84833975979E-07
3.29078907891E-07,-7.88407176254E-07
3.29086908691E-07,-8.54047249102E-07
3.29094909491E-07,-8.78667224586E-07
3.29102910291E-07,-8.61151138185E-07
3.29110911091E-07,-8.02404187467E-07
3.29118911891E-07,-7.05305919603E-07
3.29126912691E-07,-5.74568870650E-07
3.29134913491E-07,-4.16509605220E-07
3.29142914291E-07,-2.38743290913E-07
3.29150915092E-07,-4.98165857696E-08
3.29158915892E-07,+1.41203454638E-07
3.29166916692E-07,+3.25164669791E-07
3.29174917492E-07,+4.93268383870E-07
3.29182918292E-07,+6.37490271743E-07
3.29190919092E-07,+7.50963370024E-07
3.29198919892E-07,+8.28304954220E-07
3.29206920692E-07,+8.65871727453E-07
3.29214921492E-07,+8.61931230509E-07
3.29222922292E-07,+8.16741419662E-07
3.29230923092E-07,+7.32534773187E-07
3.29238923892E-07,+6.13407867554E-07
3.29246924692E-07,+4.65121890211E-07
3.29254925493E-07,+2.94823810900E-07
3.29262926293E-07,+1.10701714463E-07
3.29270927093E-07,-7.84090751938E-08
3.29278927893E-07,-2.63450126199E-07
3.29286928693E-07,-4.35573919319E-07
3.29294929493E-07,-5.86566958786E-07
3.29302930293E-07,-7.09241737191E-07
3.29310931093E-07,-7.97778849262E-07
3.29318931893E-07,-8.48002972820E-07
3.29326932693E-07,-8.57579633471E-07
3.29334933493E-07,-8.26123487710E-07
3.29342934293E-07,-7.55213113245E-07
3.29350935094E-07,-6.48311780732E-07
3.29358935894E-07,-5.10598182646E-07
3.29366936694E-07,-3.48715397159E-07
3.29374937494E-07,-1.70450262016E-07
3.29382938294E-07,+1.56413600841E-08
3.29390939094E-07,+2.00645384407E-07
3.29398939894E-07,+3.75716645155E-07
3.29406940694E-07,+5.32501902015E-07
3.29414941494E-07,+6.63538478950E-07
3.29422942294E-07,+7.62609508938E-07
3.29430943094E-07,+8.25038873508E-07
3.29438943894E-07,+8.47911846110E-07
3.29446944694E-07,+8.30211032081E-07
3.29454945495E-07,+7.72861272394E-07
3.29462946295E-07,+6.78681547445E-07
3.29470947095E-07,+5.52246371140E-07
3.29478947895E-07,+3.99663491181E-07
3.29486948695E-07,+2.28278701889E-07
3.29494949495E-07,+4.63220409882E-08
3.29502950295E-07,-1.37487583320E-07
3.29510951095E-07,-3.14360335234E-07
3.29518951895E-07,-4.75855924221E-07
3.29526952695E-07,-6.14286488829E-07
3.29534953495E-07,-7.23082656143E-07
3.29542954295E-07,-7.97105343837E-07
3.29550955096E-07,-8.32888504397E-07
3.29558955896E-07,-8.28801346221E-07
3.29566956696E-07,-7.85122442970E-07
3.29574957496E-07,-7.04022374010E-07
3.29582958296E-07,-5.89455921770E-07
3.29590959096E-07,-4.46969176381E-07
3.29598959896E-07,-2.83430957149E-07
3.29606960696E-07,-1.06701560596E-07
3.29614961496E-07,+7.47451852714E-08
3.29622962296E-07,+2.52228381909E-07
3.29630963096E-07,+4.17275533552E-07
3.29638963896E-07,+5.62027141741E-07
3.29646964696E-07,+6.79611094197E-07
3.29654965497E-07,+7.64469008911E-07
3.29662966297E-07,+8.12619032273E-07
3.29670967097E-07,+8.21842664479E-07
3.29678967897E-07,+7.91786847593E-07
3.29686968697E-07,+7.23976624856E-07
3.29694969497E-07,+6.21737968416E-07
3.29702970297E-07,+4.90034670742E-07
3.29710971097E-07,+3.35227296990E-07
3.29718971897E-07,+1.64765905591E-07
3.29726972697E-07,-1.31686143200E-08
3.29734973497E-07,-1.90057316338E-07
3.29742974297E-07,-3.57451217091E-07
3.29750975098E-07,-5.07375014062E-07
3.29758975898E-07,-6.32707203124E-07
3.29766976698E-07,-7.27518472322E-07
3.29774977498E-07,-7.87352287165E-07
3.29782978298E-07,-8.09434386203E-07
3.29790979098E-07,-7.92801338022E-07
3.29798979898E-07,-7.38342206187E-07
3.29806980698E-07,-6.48751539627E-07
3.29814981498E-07,-5.28396152118E-07
3.29822982298E-07,-3.83102272612E-07
3.29830983098E-07,-2.19873441238E-07
3.29838983898E-07,-4.65528132557E-08
3.29846984698E-07,+1.28553841121E-07
3.29854985499E-07,+2.97076313291E-07
3.29862986299E-07,+4.50980213638E-07
3.29870987099E-07,+5.82950162373E-07
3.29878987899E-07,+6.86737631084E-07
3.29886988699E-07,+7.57456889461E-07
3.29894989499E-07,+7.91815036170E-07
3.29902990299E-07,+7.88265281867E-07
3.29910991099E-07,+7.47076351489E-07
3.29918991899E-07,+6.70314903954E-07
3.29926992699E-07,+5.61742036373E-07
3.29934993499E-07,+4.26629047002E-07
3.29942994299E-07,+2.71501479992E-07
3.29950995100E-07,+1.03823881975E-07
3.29958995900E-07,-6.83594962378E-08
3.29966996700E-07,-2.36810752624E-07
3.29974997500E-07,-3.93492607782E-07
3.29982998300E-07,-5.30952022288E-07
3.29990999100E-07,-6.42674840960E-07
3.29998999900E-07,-7.23394582968E-07
3.30007000700E-07,-7.69340736180E-07
3.30015001500E-07,-7.78414847974E-07
3.30023002300E-07,-7.50286190786E-07
3.30031003100E-07,-6.86402650405E-07
3.30039003900E-07,-5.89916552331E-07
3.30047004700E-07,-4.65529211047E-07
3.30055005501E-07,-3.19261864131E-07
3.30063006301E-07,-1.58164152699E-07
3.30071007101E-07,+1.00257347004E-08
3.30079007901E-07,+1.77252865787E-07
3.30087008701E-07,+3.35531445717E-07
3.30095009501E-07,+4.77326283558E-07
3.30103010301E-07,+5.95911616444E-07
3.30111011101E-07,+6.85690199570E-07
3.30119011901E-07,+7.42457520325E-07
3.30127012701E-07,+7.63598663736E-07
3.30135013501E-07,+7.48208614032E-07
3.30143014301E-07,+6.97130466074E-07
3.30151015102E-07,+6.12909962661E-07
3.30159015902E-07,+4.99668780070E-07
3.30167016702E-07,+3.62902862634E-07
3.30175017502E-07,+2.09215672516E-07
3.30183018302E-07,+4.59993035581E-08
3.30191019102E-07,-1.18921138016E-07
3.30199019902E-07,-2.77662773502E-07
3.30207020702E-07,-4.22661813686E-07
3.30215021502E-07,-5.47034021895E-07
3.30223022302E-07,-6.44901596678E-07
3.30231023102E-07,-7.11670951297E-07
3.30239023902E-07,-7.44248263075E-07
3.30247024702E-07,-7.41182681781E-07
3.30255025503E-07,-7.02730576446E-07
3.30263026303E-07,-6.30837995810E-07
3.30271027103E-07,-5.29042436532E-07
3.30279027903E-07,-4.02298867430E-07
3.30287028703E-07,-2.56738563323E-07
3.30295029503E-07,-9.93724868692E-08
3.30303030303E-07,+6.22464298700E-08
3.30311031103E-07,+2.20385833584E-07
3.30319031903E-07,+3.67503922320E-07
3.30327032703E-07,+4.96609138281E-07
3.30335033503E-07,+6.01592424925E-07
3.30343034303E-07,+6.77516259150E-07
3.30351035104E-07,+7.20846786305E-07
3.30359035904E-07,+7.29618149350E-07
3.30367036704E-07,+7.03521379370E-07
3.30375037504E-07,+6.43913844606E-07
3.30383038304E-07,+5.53749064407E-07
3.30391039104E-07,+4.37430500469E-07
3.30399039904E-07,+3.00596558366E-07
3.30407040704E-07,+1.49847295387E-07
3.30415041504E-07,-7.57391872426E-09
3.30423042304E-07,-1.64128433109E-07
3.30431043104E-07,-3.12343316504E-07
3.30439043904E-07,-4.45168040463E-07
3.30447044704E-07,-5.56309821927E-07
3.30455045505E-07,-6.40531678037E-07
3.30463046305E-07,-6.93899080358E-07
3.30471047105E-07,-7.13963597925E-07
3.30479047905E-07,-6.99874966966E-07
3.30487048705E-07,-6.52416472225E-07
3.30495049505E-07,-5.73962204545E-07
3.30503050305E-07,-4.68358495182E-07
3.30511051105E-07,-3.40735440596E-07
3.30519051905E-07,-1.97257750062E-07
3.30527052705E-07,-4.48270148308E-08
3.30535053505E-07,+1.09250223443E-07
3.30543054305E-07,+2.57612642665E-07
3.30551055106E-07,+3.93195769196E-07
3.30559055906E-07,+5.09568273044E-07
3.30567056706E-07,+6.01236925276E-07
3.30575057506E-07,+6.63905763542E-07
3.30583058306E-07,+6.94677246258E-07
3.30591059106E-07,+6.92185986351E-07
3.30599059906E-07,+6.56658905404E-07
3.30607060706E-07,+5.89899181876E-07
3.30615061506E-07,+4.95195013237E-07
3.30623062306E-07,+3.77157796944E-07
3.30631063106E-07,+2.41497688326E-07
3.30639063906E-07,+9.47474553877E-08
3.30647064706E-07,-5.60520186445E-08
3.30655065507E-07,-2.03689448763E-07
3.30663066307E-07,-3.41127884138E-07
3.30671067107E-07,-4.61839992215E-07
3.30679067907E-07,-5.60117922574E-07
3.30687068707E-07,-6.31343048411E-07
3.30695069507E-07,-6.72202846779E-07
3.30703070307E-07,-6.80844743222E-07
3.30711071107E-07,-6.56959787589E-07
3.30719071907E-07,-6.01792399125E-07
3.30727072707E-07,-5.18075958310E-07
3.30735073507E-07,-4.09897561186E-07
3.30743074307E-07,-2.82498620154E-07
3.30751075108E-07,-1.42021033482E-07
3.30759075908E-07,+4.78878971055E-09
3.30767076708E-07,+1.50903792254E-07
3.30775077508E-07,+2.89352479148E-07
3.30783078308E-07,+4.13551396606E-07
3.30791079108E-07,+5.17618031596E-07
3.30799079908E-07,+5.96649268822E-07
3.30807080708E-07,+6.46952232903E-07
3.30815081508E-07,+6.66216656897E-07
3.30823082308E-07,+6.53620742035E-07
3.30831083108E-07,+6.09865671135E-07
3.30839083908E-07,+5.37137356265E-07
3.30847084708E-07,+4.38997475834E-07
3.30855085509E-07,+3.20209221947E-07
3.30863086309E-07,+1.86506275191E-07
3.30871087109E-07,+4.43162044851E-08
3.30879087909E-07,-9.95483722833E-08
3.30887088709E-07,-2.38216035571E-07
3.30895089509E-07,-3.65084604435E-07
3.30903090309E-07,-4.74135317873E-07
3.30911091109E-07,-5.60218214861E-07
3.30919091909E-07,-6.19295190349E-07
3.30927092709E-07,-6.48629264374E-07
3.30935093509E-07,-6.46911201544E-07
3.30943094309E-07,-6.14317632726E-07
3.30951095110E-07,-5.52498114993E-07
3.30959095910E-07,-4.64491962314E-07
3.30967096710E-07,-3.54579025953E-07
3.30975097510E-07,-2.28071740711E-07
3.30983098310E-07,-9.10585320575E-08
3.30991099110E-07,+4.98890314052E-08
3.30999099910E-07,+1.88031263607E-07
3.31007100710E-07,+3.16782472282E-07
3.31015101510E-07,+4.30024769886E-07
3.31023102310E-07,+5.22398639225E-07
3.31031103110E-07,+5.89556461138E-07
3.31039103910E-07,+6.28367018128E-07
3.31047104710E-07,+6.37061360738E-07
3.31055105511E-07,+6.15313247852E-07
3.31063106311E-07,+5.64250512190E-07
3.31071107111E-07,+4.86397007342E-07
3.31079107911E-07,+3.85548104883E-07
3.31087108711E-07,+2.66585871279E-07
3.31095109511E-07,+1.35242914442E-07
3.31103110311E-07,-2.17368693969E-09
3.31111111111E-07,-1.39085085801E-07
3.31119111911E-07,-2.68955481903E-07
3.31127112711E-07,-3.85603993285E-07
3.31135113511E-07,-4.83498709463E-07
3.31143114311E-07,-5.58018942976E-07
3.31151115112E-07,-6.05673251540E-07
3.31159115912E-07,-6.24262947478E-07
3.31167116712E-07,-6.12983440292E-07
3.31175117512E-07,-5.72458745609E-07
3.31183118312E-07,-5.04707695824E-07
3.31191119112E-07,-4.13043651247E-07
3.31199119912E-07,-3.01912679673E-07
3.31207120712E-07,-1.76678095934E-07
3.31215121512E-07,-4.33617925077E-08
3.31223122312E-07,+9.16451727640E-08
3.31231123112E-07,+2.21888830997E-07
3.31239123912E-07,+3.41160730217E-07
3.31247124712E-07,+4.43793803143E-07
3.31255125513E-07,+5.24931579117E-07
3.31263126313E-07,+5.80757953955E-07
3.31271127113E-07,+6.08676648086E-07
3.31279127913E-07,+6.07431914120E-07
3.31287128713E-07,+5.77164882552E-07
3.31295129513E-07,+5.19403022835E-07
3.31303130313E-07,+4.36983398235E-07
3.31311131113E-07,+3.33913553776E-07
3.31319131913E-07,+2.15176846166E-07
3.31327132713E-07,+8.64916616037E-08
3.31335133513E-07,-4.59638534030E-08
3.31343134313E-07,-1.75848304643E-07
3.31351135114E-07,-2.96960580962E-07
3.31359135914E-07,-4.03535878398E-07
3.31367136714E-07,-4.90520088193E-07
3.31375137514E-07,-5.53809488843E-07
3.31383138314E-07,-5.90444373545E-07
3.31391139114E-07,-5.98747474962E-07
3.31399139914E-07,-5.78400711171E-07
3.31407140714E-07,-5.30456741784E-07
3.31415141514E-07,-4.57284949023E-07
3.31423142314E-07,-3.62454595202E-07
3.31431143114E-07,-2.50560905546E-07
3.31439143914E-07,-1.27002540619E-07
3.31447144714E-07,+2.27877349314E-09
3.31455145515E-07,+1.31083905785E-07
3.31463146315E-07,+2.53253541735E-07
3.31471147115E-07,+3.62962716693E-07
3.31479147915E-07,+4.54998576623E-07
3.31487148715E-07,+5.25008119263E-07
3.31495149515E-07,+5.69704138447E-07
3.31503150315E-07,+5.87019624013E-07
3.31511151115E-07,+5.76203361104E-07
3.31519151915E-07,+5.37852305302E-07
3.31527152715E-07,+4.73879347581E-07
3.31535153515E-07,+3.87418179568E-07
3.31543154315E-07,+2.82669976672E-07
3.31551155116E-07,+1.64699390465E-07
3.31559155916E-07,+3.91897500038E-08
3.31567156716E-07,-8.78306999691E-08
3.31575157516E-07,-2.10278338958E-07
3.31583158316E-07,-3.22305581749E-07
3.31591159116E-07,-4.18580199395E-07
3.31599159916E-07,-4.94539203930E-07
3.31607160716E-07,-5.46605203430E-07
3.31615161516E-07,-5.72354963276E-07
3.31623162316E-07,-5.70632225932E-07
3.31631163116E-07,-5.41599533197E-07
3.31639163916E-07,-4.86726731549E-07
3.31647164716E-07,-4.08716881693E-07
3.31655165517E-07,-3.11373291576E-07
3.31663166317E-07,-1.99414204330E-07
3.31671167117E-07,-7.82441644615E-08
3.31679167917E-07,+4.63068616443E-08
3.31687168717E-07,+1.68264018488E-07
3.31695169517E-07,+2.81794246559E-07
3.31703170317E-07,+3.81485360224E-07
3.31711171117E-07,+4.62604160815E-07
3.31719171917E-07,+5.21321269009E-07
3.31727172717E-07,+5.54891990240E-07
3.31735173517E-07,+5.61784664874E-07
3.31743174317E-07,+5.41750497277E-07
3.31751175118E-07,+4.95831681520E-07
3.31759175918E-07,+4.26307610224E-07
3.31767176718E-07,+3.36581923856E-07
3.31775177518E-07,+2.31015988195E-07
3.31783178318E-07,+1.14716942044E-07
3.31791179118E-07,-6.70938619140E-09
3.31799179918E-07,-1.27428738266E-07
3.31807180718E-07,-2.41658829737E-07
3.31815181518E-07,-3.43946415982E-07
3.31823182318E-07,-4.29427738522E-07
3.31831183118E-07,-4.94059906128E-07
3.31839183918E-07,-5.34812196797E-07
3.31847184718E-07,-5.49808222988E-07
3.31855185519E-07,-5.38412287999E-07
3.31863186319E-07,-5.01255960221E-07
3.31871187119E-07,-4.40203773659E-07
3.31879187919E-07,-3.58259888636E-07
3.31887188719E-07,-2.59420375239E-07
3.31895189519E-07,-1.48478378273E-07
3.31903190319E-07,-3.07916621775E-08
3.31911191119E-07,+8.79761889908E-08
3.31919191919E-07,+2.02128411827E-07
3.31927192719E-07,+3.06208414210E-07
3.31935193519E-07,+3.95260713909E-07
3.31943194319E-07,+4.65066980525E-07
3.31951195120E-07,+5.12345931648E-07
3.31959195920E-07,+5.34907606015E-07
3.31967196720E-07,+5.31754758023E-07
3.31975197520E-07,+5.03126680856E-07
3.31983198320E-07,+4.50483545578E-07
3.31991199120E-07,+3.76432206382E-07
3.31999199920E-07,+2.84597230011E-07
3.32007200720E-07,+1.79443525317E-07
3.32015201520E-07,+6.60592518555E-08
3.32023202320E-07,-5.00904353559E-08
3.32031203120E-07,-1.63426883104E-07
3.32039203920E-07,-2.68525970179E-07
3.32047204720E-07,-3.60377787429E-07
3.32055205521E-07,-4.34625530199E-07
3.32063206321E-07,-4.87772207247E-07
3.32071207121E-07,-5.17345355746E-07
3.32079207921E-07,-5.22012003251E-07
3.32087208721E-07,-5.01638534327E-07
3.32095209521E-07,-4.57292784478E-07
3.32103210321E-07,-3.91188468091E-07
3.32111211121E-07,-3.06574816064E-07
3.32119211921E-07,-2.07576919605E-07
3.32127212721E-07,-9.89946239941E-08
3.32135213521E-07,+1.39302220707E-08
3.32143214321E-07,+1.25766872209E-07
3.32151215122E-07,+2.31156918060E-07
3.32159215922E-07,+3.25071084682E-07
3.32167216722E-07,+4.03049275401E-07
3.32175217522E-07,+4.61412406222E-07
3.32183218322E-07,+4.97435967527E-07
3.32191219122E-07,+5.09477126441E-07
3.32199219922E-07,+4.97049444999E-07
3.32207220722E-07,+4.60841826889E-07
3.32215221522E-07,+4.02680996191E-07
3.32223222322E-07,+3.25439525188E-07
3.32231223122E-07,+2.32894034695E-07
3.32239223922E-07,+1.29540564455E-07
3.32247224722E-07,+2.03761400425E-08
3.32255225523E-07,-8.93428498539E-08
3.32263226323E-07,-1.94353780315E-07
3.32271227123E-07,-2.89640229540E-07
3.32279227923E-07,-3.70671620059E-07
3.32287228723E-07,-4.33618613408E-07
3.32295229523E-07,-4.75534019038E-07
3.32303230323E-07,-4.94490674064E-07
3.32311231123E-07,-4.89669849590E-07
3.32319231923E-07,-4.61396139281E-07
3.32327232723E-07,-4.11117370210E-07
3.32335233523E-07,-3.41330719878E-07
3.32343234323E-07,-2.55458799613E-07
3.32351235124E-07,-1.57681849823E-07
3.32359235924E-07,-5.27342731729E-08
3.32367236724E-07,+5.43245909289E-08
3.32375237524E-07,+1.58354351919E-07
3.32383238324E-07,+2.54380357379E-07
3.32391239124E-07,+3.37831538599E-07
3.32399239924E-07,+4.04757942679E-07
3.32407240724E-07,+4.52017602506E-07
3.32415241524E-07,+4.77423909148E-07
3.32423242324E-07,+4.79846581901E-07
3.32431243124E-07,+4.59261584909E-07
3.32439243924E-07,+4.16747806605E-07
3.32447244724E-07,+3.54430879915E-07
3.32455245525E-07,+2.75377053906E-07
3.32463246325E-07,+1.83442410114E-07
3.32471247125E-07,+8.30848355279E-08
3.32479247925E-07,-2.08520813911E-08
3.32487248725E-07,-1.23372757635E-07
3.32495249525E-07,-2.19569651479E-07
3.32503250325E-07,-3.04858096917E-07
3.32511251125E-07,-3.75194703839E-07
3.32519251925E-07,-4.27268925604E-07
3.32527252725E-07,-4.58658724918E-07
3.32535253525E-07,-4.67943027169E-07
3.32543254325E-07,-4.54765751423E-07
3.32551255126E-07,-4.19848551066E-07
3.32559255926E-07,-3.64951865356E-07
3.32567256726E-07,-2.92786361052E-07
3.32575257526E-07,-2.06879211170E-07
3.32583258326E-07,-1.11401802694E-07
3.32591259126E-07,-1.09672851853E-08
3.32599259926E-07,+8.95922182842E-08
3.32607260726E-07,+1.85457983231E-07
3.32615261526E-07,+2.72055469916E-07
3.32623262326E-07,+3.45272476844E-07
3.32631263126E-07,+4.01654265565E-07
3.32639263926E-07,+4.38566406366E-07
3.32647264726E-07,+4.54317678211E-07
3.32655265527E-07,+4.48237300392E-07
3.32663266327E-07,+4.20702983354E-07
3.32671267127E-07,+3.73118655033E-07
3.32679267927E-07,+3.07843132909E-07
3.32687268727E-07,+2.28073354980E-07
3.32695269527E-07,+1.37687943345E-07
3.32703270327E-07,+4.10587493079E-08
3.32711271127E-07,-5.71604695467E-08
3.32719271927E-07,-1.52258032355E-07
3.32727272727E-07,-2.39690205316E-07
3.32735273527E-07,-3.15298139631E-07
3.32743274327E-07,-3.75505528116E-07
3.32751275128E-07,-4.17487595592E-07
3.32759275928E-07,-4.39303447313E-07
3.32767276728E-07,-4.39985584692E-07
3.32775277528E-07,-4.19582471639E-07
3.32783278328E-07,-3.79152297486E-07
3.32791279128E-07,-3.20708424905E-07
3.32799279928E-07,-2.47119320991E-07
3.32807280728E-07,-1.61967936541E-07
3.32815281528E-07,-6.93774194732E-08
3.32823282328E-07,+2.61883675934E-08
3.32831283128E-07,+1.20139882751E-07
3.32839283928E-07,+2.07982143201E-07
3.32847284728E-07,+2.85529607195E-07
3.32855285529E-07,+3.49105436425E-07
3.32863286329E-07,+3.95715661758E-07
3.32871287129E-07,+4.23190011487E-07
3.32879287929E-07,+4.30282786898E-07
3.32887288729E-07,+4.16729105896E-07
3.32895289529E-07,+3.83253987846E-07
3.32903290329E-07,+3.31534018116E-07
3.32911291129E-07,+2.64113600215E-07
3.32919291929E-07,+1.84279968548E-07
3.32927292729E-07,+9.59030924407E-08
3.32935293529E-07,+3.24825948668E-09
3.32943294329E-07,-8.92295947523E-08
3.32951295130E-07,-1.77099902830E-07
3.32959295930E-07,-2.56168555397E-07
3.32967296730E-07,-3.22677921664E-07
3.32975297530E-07,-3.73485270006E-07
3.32983298330E-07,-4.06211125091E-07
3.32991299130E-07,-4.19350565628E-07
3.32999299930E-07,-4.12342264116E-07
3.33007300730E-07,-3.85592109627E-07
3.33015301530E-07,-3.40450438499E-07
3.33023302330E-07,-2.79144120841E-07
3.33031303130E-07,-2.04666906619E-07
3.33039303930E-07,-1.20633420940E-07
3.33047304730E-07,-3.11039195827E-08
3.33055305531E-07,+5.96117085731E-08
3.33063306331E-07,+1.47161240445E-07
3.33071307131E-07,+2.27358757377E-07
3.33079307931E-07,+2.96384630291E-07
3.33087308731E-07,+3.50967304717E-07
3.33095309531E-07,+3.88538240953E-07
3.33103310331E-07,+4.07352677258E-07
3.33111311131E-07,+4.06570543265E-07
3.33119311931E-07,+3.86293776383E-07
3.33127312731E-07,+3.47558392811E-07
3.33135313531E-07,+2.92281836028E-07
3.33143314331E-07,+2.23168265152E-07
3.33151315132E-07,+1.43576451103E-07
3.33159315932E-07,+5.73567245593E-08
3.33167316732E-07,-3.13351181628E-08
3.33175317532E-07,-1.18237965784E-07
3.33183318332E-07,-1.99189967887E-07
3.33191319132E-07,-2.70327721547E-07
3.33199319932E-07,-3.28270542016E-07
3.33207320732E-07,-3.70281033545E-07
3.33215321532E-07,-3.94394337818E-07
3.33223322332E-07,-3.99509960467E-07
3.33231323132E-07,-3.85441886898E-07
3.33239323932E-07,-3.52924709628E-07
3.33247324732E-07,-3.03575603676E-07
3.33255325533E-07,-2.39814102705E-07
3.33263326333E-07,-1.64743645250E-07
3.33271327133E-07,-8.20006811093E-08
3.33279327933E-07,+4.42133375950E-09
